Date	Temp
12/4/2007	37.71428571
12/4/2007	37.85714286
12/4/2007	37.57142857
12/4/2007	37.28571429
12/4/2007	36
12/4/2007	36
12/4/2007	34.85714286
12/4/2007	35.28571429
12/4/2007	37.28571429
12/4/2007	40.85714286
12/4/2007	44
12/4/2007	46.14285714
